animal-comments,animal-id,animal-nickname,animal-ring-id,animal-sex,animal-taxon,animal-life-stage,animal-mass,attachment-type,deploy-off-timestamp,deploy-on-latitude,deploy-on-longitude,deploy-on-timestamp,deployment-comments,deployment-end-type,deployment-id,location-accuracy-comments,manipulation-type,study-site,tag-readout-method,sensor-type,tag-id,tag-manufacturer-name,tag-mass,tag-serial-no
,5429667,,RB-CZLN,u,Haematopus ostralegus,adult,480,harness,,52.94323800,4.85635500,2011-08-03T05:00:00Z,Balgzand | life_stage: adult,,200,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,406,UvA-BiTS,15.00,406
,5429654,,LB-LAGE,u,Haematopus ostralegus,adult,534,harness,,52.94323800,4.85635500,2011-08-02T07:00:00Z,Balgzand | life_stage: adult,,202,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,403,UvA-BiTS,14.80,403
,5429668,,RB-CZLP,u,Haematopus ostralegus,adult,548,harness,,52.94323800,4.85635500,2011-08-03T05:00:00Z,Balgzand | life_stage: adult,,219,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,441,UvA-BiTS,14.90,441
,5429662,,RB-CZLE,u,Haematopus ostralegus,adult,507,harness,,52.94323800,4.85635500,2011-08-03T05:00:00Z,Balgzand | life_stage: adult,,221,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,445,UvA-BiTS,14.90,445
,5429664,,RB-CZLJ,u,Haematopus ostralegus,adult,565,harness,,52.94323800,4.85635500,2011-08-03T05:00:00Z,Balgzand | life_stage: adult,,240,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,442,UvA-BiTS,14.80,442
,5429666,,RB-CZLL,u,Haematopus ostralegus,adult,522,harness,2012-01-17T00:00:00Z,52.94323800,4.85635500,2011-08-03T05:00:00Z,"Balgzand | life_stage: adult | Tracker found on 2012-01-17 on Saint Rothon beach, Manche (FR) by David Hemery.",,242,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,438,UvA-BiTS,14.90,438
,5429655,,LB-LAGH,u,Haematopus ostralegus,adult,540,harness,2012-02-04T13:30:00Z,52.94323800,4.85635500,2011-08-02T07:00:00Z,"Balgzand | life_stage: adult | Found dead on 2012-02-04 13:30 at 52°06'10.83""N / 4°15'53.98""O by Koert Marijnissen. Bird was in a fresh condition, frozen.",dead,247,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,424,UvA-BiTS,14.80,424
,5429656,,LB-LAGJ,u,Haematopus ostralegus,subadult,542,harness,,52.94323800,4.85635500,2011-08-02T07:00:00Z,Balgzand | life_stage: subadult | Age is 2nd cy.,,248,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,430,UvA-BiTS,14.90,430
,5429661,,RB-CZLC,u,Haematopus ostralegus,adult,532,harness,,52.94323800,4.85635500,2011-08-03T05:00:00Z,Balgzand | life_stage: adult,,249,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,443,UvA-BiTS,14.90,443
,5429657,,LB-LAGK,u,Haematopus ostralegus,adult,518,harness,,52.94323800,4.85635500,2011-08-02T07:00:00Z,Balgzand | life_stage: adult,,253,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,431,UvA-BiTS,14.80,431
,5429653,,LB-LAGC,u,Haematopus ostralegus,subadult,527,harness,,52.94323800,4.85635500,2011-08-02T07:00:00Z,Balgzand | life_stage: subadult | Age is 2nd cy.,,254,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,432,UvA-BiTS,14.90,432
,5429665,,RB-CZLK,u,Haematopus ostralegus,adult,536,harness,2011-08-24T00:00:00Z,52.94323800,4.85635500,2011-08-03T05:00:00Z,"Balgzand | life_stage: adult | Found dead near NIOZ (NL), repeated gps fixes from 1 location suggested bird was dead.",dead,258,provided by the GPS unit,none,O_BALGZAND,other wireless,GPS,437,UvA-BiTS,15.00,437
