animal-comments,animal-id,animal-nickname,animal-ring-id,animal-sex,animal-taxon,alt-project-id,animal-life-stage,animal-mass,attachment-type,deploy-off-timestamp,deploy-on-latitude,deploy-on-longitude,deploy-on-measurements,deploy-on-timestamp,deployment-comments,deployment-end-type,deployment-id,location-accuracy-comments,manipulation-type,study-site,tag-firmware,tag-readout-method,sensor-type,tag-id,tag-manufacturer-name,tag-mass,tag-serial-no
,5540065,,YCZN,u,Larus fuscus,LBBG_IJMUIDEN,adult,945,harness,,52.465,4.576,,2019-07-08T07:35:00Z,,,15868,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5942,UvA-BiTS,16.9,5942
,5540066,,YCZP,m,Larus fuscus,LBBG_IJMUIDEN,adult,895,harness,,52.465,4.576,,2019-07-08T08:23:00Z,,,15869,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5943,UvA-BiTS,17,5943
,5540020,,YCWU,u,Larus fuscus,LBBG_IJMUIDEN,adult,705,harness,2020-01-01T00:00:00Z,52.465,4.576,,2019-07-08T09:14:00Z,,,15873,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5951,UvA-BiTS,17,5951
,5540069,,YCZT,f,Larus fuscus,LBBG_IJMUIDEN,adult,915,harness,2020-07-13T00:00:00Z,52.465,4.576,,2019-07-08T09:36:00Z,,,15875,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5953,UvA-BiTS,16.8,5953
,5540216,,YDBB,f,Larus fuscus,LBBG_IJMUIDEN,adult,745,harness,2023-03-26T00:00:00Z,52.465,4.576,,2020-05-25T10:35:00Z,,,15947,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5971,UvA-BiTS,13.4,5971
,5540217,,YDBC,f,Larus fuscus,LBBG_IJMUIDEN,adult,760,harness,2020-07-24T00:00:00Z,52.465,4.576,,2020-05-25T10:52:00Z,,,15948,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5976,UvA-BiTS,13.4,5976
,5540210,,YDAS,f,Larus fuscus,LBBG_IJMUIDEN,adult,670,harness,2022-01-01T00:00:00Z,52.465,4.576,,2020-05-25T08:08:00Z,,,15949,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5469,UvA-BiTS,13.6,5469
,5540211,,YDAU,f,Larus fuscus,LBBG_IJMUIDEN,adult,680,harness,,52.465,4.576,,2020-05-25T08:29:00Z,,,15950,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5557,UvA-BiTS,13.5,5557
,55400212,,YDAV,f,Larus fuscus,LBBG_IJMUIDEN,adult,705,harness,2023-01-01T00:00:00Z,52.465,4.576,,2020-05-25T08:47:00Z,,,15951,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5576,UvA-BiTS,13.5,5576
,5540213,,YDAX,f,Larus fuscus,LBBG_IJMUIDEN,adult,785,harness,2021-01-01T00:00:00Z,52.465,4.576,,2020-05-25T09:07:00Z,,,15952,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5604,UvA-BiTS,13.5,5604
,5474047,,SAAC,m,Larus fuscus,LBBG_IJMUIDEN,adult,845,harness,2024-01-01T00:00:00Z,52.465,4.576,,2020-05-25T09:32:00Z,,,15953,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5654,UvA-BiTS,13.5,5654
,5474021,,YDAZ,m,Larus fuscus,LBBG_IJMUIDEN,adult,935,harness,2022-07-31T00:00:00Z,52.465,4.576,,2020-05-25T09:45:00Z,,,15954,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5964,UvA-BiTS,13.4,5964
,5426668,,YAVH,m,Larus fuscus,LBBG_IJMUIDEN,adult,970,harness,2024-08-21T00:00:00Z,52.465,4.576,,2020-05-25T10:05:00Z,,,15955,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5965,UvA-BiTS,13.4,5965
,5540215,,YDBA,m,Larus fuscus,LBBG_IJMUIDEN,adult,951,harness,2024-07-06T00:00:00Z,52.465,4.576,,2020-05-25T10:23:00Z,,,15956,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5967,UvA-BiTS,13.4,5967
,5540218,,YDBD,f,Larus fuscus,LBBG_IJMUIDEN,adult,725,harness,,52.465,4.576,,2020-05-25T11:35:00Z,,,15957,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5977,UvA-BiTS,13.4,5977
,5540220,,YDBH,m,Larus fuscus,LBBG_IJMUIDEN,adult,920,harness,,52.465,4.576,,2020-05-25T12:29:00Z,,,15958,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5979,UvA-BiTS,13.5,5979
,5422409,,YDBJ,m,Larus fuscus,LBBG_IJMUIDEN,adult,940,harness,2021-08-17T00:00:00Z,52.465,4.576,,2020-05-25T13:03:00Z,,,15959,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,5983,UvA-BiTS,13.5,5983
,5540784,,YDFU,f,Larus fuscus,LBBG_IJMUIDEN,adult,775,harness,,52.465,4.576,,2020-07-14T11:12:00Z,,,16006,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,7018,UvA-BiTS,16.8,7018
,5540760,,YDFA,f,Larus fuscus,LBBG_IJMUIDEN,adult,670,harness,,52.465,4.576,,2020-07-14T11:30:00Z,,,16007,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,7019,UvA-BiTS,16.9,7019
,5540717,,YDFV,m,Larus fuscus,LBBG_IJMUIDEN,adult,835,harness,,52.465,4.576,,2020-07-14T11:59:00Z,,,16008,provided by the GPS unit,none,,v1.0.9.1,other wireless,GPS,7020,UvA-BiTS,16.9,7020
