animal-id,animal-nickname,animal-ring-id,animal-sex,animal-taxon,alt-project-id,animal-life-stage,animal-mass,attachment-type,deploy-off-timestamp,deploy-on-latitude,deploy-on-longitude,deploy-on-measurements,deploy-on-timestamp,deployment-end-type,deployment-id,location-accuracy-comments,manipulation-type,study-site,tag-firmware,tag-readout-method,sensor-type,tag-id,tag-manufacturer-name,tag-mass,tag-serial-no
5557673,,MBJJ,m,Larus fuscus,LBBG_TEXEL,adult,940,harness,,53.0091567,4.7194754,,2021-06-04T09:26:00Z,,16109,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7055,UvA-BiTS,13.5,7055
5557674,,MBJK,m,Larus fuscus,LBBG_TEXEL,adult,940,harness,,53.0091567,4.7194754,,2021-06-04T09:45:00Z,,16110,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7056,UvA-BiTS,13.7,7056
5557675,,FBJA,f,Larus fuscus,LBBG_TEXEL,adult,735,harness,,53.0091567,4.7194754,,2021-06-04T10:14:00Z,,16111,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7058,UvA-BiTS,13.6,7058
5557676,,FBJB,f,Larus fuscus,LBBG_TEXEL,adult,705,harness,,53.0091567,4.7194754,,2021-06-04T10:42:00Z,,16112,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7059,UvA-BiTS,13.7,7059
5557677,,MBJL,m,Larus fuscus,LBBG_TEXEL,adult,945,harness,,53.0091567,4.7194754,,2021-06-04T11:10:00Z,,16113,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7063,UvA-BiTS,13.7,7063
5557669,,FBHX,f,Larus fuscus,LBBG_TEXEL,adult,805,harness,,53.0091567,4.7194754,,2021-06-04T07:44:00Z,,16114,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7046,UvA-BiTS,13.7,7046
5557670,,MBJF,m,Larus fuscus,LBBG_TEXEL,adult,915,harness,,53.0091567,4.7194754,,2021-06-04T08:06:00Z,,16115,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7047,UvA-BiTS,13.7,7047
5557892,,MBKB,m,Larus fuscus,LBBG_TEXEL,adult,945,harness,,53.0091567,4.7194754,,2022-05-31T09:49:00Z,,16247,provided by the GPS unit,none,,v1.0.9.3,other wireless,GPS,7036,UvA-BiTS,13.7,7036
5557900,,MBKA,m,Larus fuscus,LBBG_TEXEL,adult,845,harness,2022-06-01T07:30:00Z,53.0091567,4.7194754,,2022-05-31T09:20:00Z,,16248,provided by the GPS unit,none,,v1.0.9.3,other wireless,GPS,7021,UvA-BiTS,13.7,7021
5557894,,FBKB,f,Larus fuscus,LBBG_TEXEL,adult,715,harness,,53.0091567,4.7194754,,2022-05-31T11:36:00Z,,16249,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7062,UvA-BiTS,13.7,7062
5557893,,MBKC,m,Larus fuscus,LBBG_TEXEL,adult,940,harness,,53.0091567,4.7194754,,2022-05-31T10:37:00Z,,16250,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7061,UvA-BiTS,13.7,7061
5557895,,MBKD,m,Larus fuscus,LBBG_TEXEL,adult,940,harness,,53.0091567,4.7194754,,2022-05-31T12:56:00Z,,16251,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7085,UvA-BiTS,13.8,7085
5557896,,FBKC,f,Larus fuscus,LBBG_TEXEL,adult,770,harness,,53.0091567,4.7194754,,2022-06-01T08:09:00Z,,16252,provided by the GPS unit,none,,v1.0.9.3,other wireless,GPS,7021,UvA-BiTS,13.7,7021
5557897,,MBKF,m,Larus fuscus,LBBG_TEXEL,adult,765,harness,,53.0091567,4.7194754,,2022-06-01T08:47:00Z,,16253,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7086,UvA-BiTS,13.7,7086
5557766,,FBLA,f,Larus fuscus,LBBG_TEXEL,adult,830,harness,,53.0091567,4.7194754,,2023-06-07T07:32:00Z,,16331,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7131,UvA-BiTS,13.1,7131
5557767,,MBKW,m,Larus fuscus,LBBG_TEXEL,adult,945,harness,,53.0091567,4.7194754,,2023-06-07T08:00:00Z,,16332,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7132,UvA-BiTS,13.1,7132
5557768,,MBKX,m,Larus fuscus,LBBG_TEXEL,adult,895,harness,,53.0091567,4.7194754,,2023-06-07T08:29:00Z,,16333,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7133,UvA-BiTS,13.2,7133
5557770,,FBLC,f,Larus fuscus,LBBG_TEXEL,adult,845,harness,,53.0091567,4.7194754,,2023-06-07T09:18:00Z,,16334,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7135,UvA-BiTS,13.1,7135
5557771,,MKBZ,m,Larus fuscus,LBBG_TEXEL,adult,915,harness,,53.0091567,4.7194754,,2023-06-07T09:50:00Z,,16335,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7137,UvA-BiTS,13.2,7137
5557921,,FBLX,f,Larus fuscus,LBBG_TEXEL,adult,800,harness,,53.0091567,4.7194754,,2024-05-31T07:06:00Z,,16380,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7139,UvA-BiTS,13.1,7139
5471316,,KAVH,m,Larus fuscus,LBBG_TEXEL,adult,930,harness,,53.0091567,4.7194754,,2024-05-31T09:08:00Z,,16381,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7142,UvA-BiTS,13,7142
5557923,,MBLR,m,Larus fuscus,LBBG_TEXEL,adult,1010,harness,,53.0091567,4.7194754,,2024-05-30T13:06:00Z,,16382,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7138,UvA-BiTS,13.2,7138
5557925,,MBLS,m,Larus fuscus,LBBG_TEXEL,adult,970,harness,,53.0091567,4.7194754,,2024-05-31T08:55:00Z,,16383,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7140,UvA-BiTS,13.2,7140
5460580,,MBLU,m,Larus fuscus,LBBG_TEXEL,adult,970,harness,,53.0091567,4.7194754,,2024-05-31T10:25:00Z,,16384,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7145,UvA-BiTS,13.1,7145
5557929,,MBLW,m,Larus fuscus,LBBG_TEXEL,adult,945,harness,,53.0091567,4.7194754,,2024-05-31T10:47:00Z,,16385,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7160,UvA-BiTS,13.1,7160
5557933,,MBLZ,m,Larus fuscus,LBBG_TEXEL,adult,970,harness,,53.0091567,4.7194754,,2024-06-06T09:46:00Z,,16386,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7161,UvA-BiTS,13.1,7161
5557939,,FBMM,f,Larus fuscus,LBBG_TEXEL,adult,710,harness,,53.0091567,4.7194754,,2024-06-08T07:53:00Z,,16387,provided by the GPS unit,none,,v1.0.9.4,other wireless,GPS,7162,UvA-BiTS,13.2,7162
